   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	21235	7051	4008	2817	634	372	290	877	1167	16049	75.5781
Barura	9532	3392	823	1858	296	238	163	562	725	7332	76.9198
Burichong	12493	4863	1643	1847	338	364	207	470	677	9732	77.8996
Muradnagar	6553	2097	757	1076	389	43	99	346	445	4807	73.3557
Daudkandi	9552	2870	1241	1968	323	175	36	744	780	7357	77.0205
Chandina	16445	5412	1810	3553	548	230	275	657	932	12485	75.9197
Nangolkot	10215	3493	1406	1692	501	193	8	537	545	7830	76.6520
Titash	4413	1318	969	937	74	43	22	127	149	3490	79.0845
Comilla Sadar South	2536	979	152	634	37	20	14	112	126	1948	76.8139

 
