   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:15
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17634	7578	681	1634	462	238	293	554	847	11440	64.8747
Bhariab Bazar	23609	6681	1411	1706	465	127	100	257	357	10747	45.5208
Austagram	10425	4984	716	946	343	0	0	139	139	7128	68.3741
Hossainpur	11371	5662	551	987	514	164	86	532	618	8496	74.7164
Nikli	7995	3047	539	835	874	20	16	205	221	5536	69.2433
Pakundia	12792	4116	1042	2091	484	151	116	279	395	8279	64.7201
Itna	11148	5863	957	754	93	12	171	182	353	8032	72.0488
Kuliarchar	11993	4712	736	1301	368	145	164	368	532	7794	64.9879
Tarail	6577	4739	235	220	95	0	65	236	301	5590	84.9932
Karimganj	13824	49998	853	2206	313	165	227	391	618	54153	391.7318

 
