   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	18745	6399	4028	2055	562	371	293	840	1133	14548	77.6100
Barura	11733	4562	909	2385	318	331	205	506	711	9216	78.5477
Burichong	12534	4875	1668	1834	409	433	255	480	735	9954	79.4160
Muradnagar	8251	2450	827	1618	515	95	109	442	551	6056	73.3972
Daudkandi	6835	2097	626	1613	392	162	36	426	462	5352	78.3029
Chandina	16381	5481	1805	3540	579	243	290	685	975	12623	77.0588
Nangolkot	7443	2368	1005	1074	476	199	8	510	518	5640	75.7759
Meghna	4053	1557	342	779	42	56	2	218	220	2996	73.9206
Titash	4461	1382	1008	996	100	45	22	134	156	3687	82.6496
Comilla Sadar South	2462	1188	132	499	33	18	18	68	86	1956	79.4476
Monohargonj	1583	748	98	218	19	4	7	130	137	1224	77.3215

 
