   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18665	6309	1555	3333	1059	962	563	1114	1677	14895	79.8018
Bhariab Bazar	26551	12457	1221	3783	973	1406	277	1518	1795	21635	81.4847
Austagram	6896	1922	464	1581	962	181	169	428	597	5707	82.7581
Kishoreganj Sadar	4672	1273	826	375	423	630	38	369	407	3934	84.2038
Hossainpur	11003	4265	722	1449	877	694	142	740	882	8889	80.7871
Nikli	8696	3250	631	1109	967	270	37	788	825	7052	81.0948
Pakundia	13223	5374	1066	2010	541	729	432	538	970	10690	80.8440
Itna	7399	4115	880	860	71	34	60	49	109	6069	82.0246
Kuliarchar	10410	4564	295	1065	740	847	311	804	1115	8626	82.8626
Tarail	9643	4965	573	927	326	470	222	368	590	7851	81.4166
Karimganj	11348	4879	929	1316	713	544	332	641	973	9354	82.4286

 
