   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	23578	6479	2012	5925	489	1217	268	3218	3486	19608	83.1623
Mohanpur	13070	5990	653	2826	233	372	222	1181	1403	11477	87.8118
Puthiya	4538	1741	509	443	124	169	42	719	761	3747	82.5694
Bagmara	14952	2286	2598	4163	955	871	575	1259	1834	12707	84.9853
Charghat	4401	1720	421	695	67	120	30	511	541	3564	80.9816
Boalia	67606	27660	20532	6168	408	746	301	1849	2150	57664	85.2942
Tanore	4299	1837	605	248	36	274	107	431	538	3538	82.2982
Godagari	20519	6553	2786	4186	401	359	479	3509	3988	18273	89.0540

 
