   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17580	5840	1477	3771	847	742	487	887	1374	14051	79.9261
Bhariab Bazar	24936	11941	3353	2624	762	964	221	1042	1263	20907	83.8426
Austagram	8012	3053	487	1586	710	86	131	406	537	6459	80.6166
Kishoreganj Sadar	4231	1551	1011	390	132	240	29	152	181	3505	82.8409
Hossainpur	10965	4342	709	1654	767	541	136	663	799	8812	80.3648
Nikli	8314	4162	678	485	1142	141	27	452	479	7087	85.2418
Pakundia	8224	3782	614	1255	235	375	223	225	448	6709	81.5783
Itna	11417	5903	1192	1239	496	96	226	242	468	9394	82.2808
Kuliarchar	12159	5605	803	1260	718	789	286	628	914	10089	82.9756
Tarail	9109	4444	1613	188	414	198	165	331	496	7353	80.7224
Karimganj	11015	4892	809	1294	624	433	304	582	886	8938	81.1439

 
