   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:55
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18709	6704	1592	2872	1132	997	565	1127	1692	14989	80.1165
Bhariab Bazar	26594	12343	1130	3842	1100	1548	280	1602	1882	21845	82.1426
Austagram	10700	3800	913	2094	414	308	196	1058	1254	8783	82.0841
Kishoreganj Sadar	4814	1112	737	417	535	743	40	446	486	4030	83.7142
Hossainpur	11100	3152	1014	2143	945	792	147	789	936	8982	80.9189
Nikli	8553	3642	618	998	812	252	31	818	849	7171	83.8419
Pakundia	13296	5390	1113	2049	613	731	432	566	998	10894	81.9344
Itna	7408	3941	939	989	52	34	60	58	118	6073	81.9789
Kuliarchar	10498	4305	314	1351	785	705	323	847	1170	8630	82.2061
Tarail	10315	5299	843	648	335	485	229	390	619	8229	79.7770
Karimganj	11490	4794	906	1251	674	556	338	657	995	9176	79.8607

 
