   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:43
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	7926	1803	636	1923	678	362	292	870	1162	6564	82.8160
Jessore Sadar	65558	20411	5248	13857	3310	3982	2574	3158	5732	52540	80.1428
Sarsa	6359	1852	412	1259	165	178	234	390	624	4490	70.6086
Keshobpur	9711	3483	355	2378	118	384	384	536	920	7638	78.6531
Bagherpara	15006	5698	990	2856	731	1154	424	959	1383	12812	85.3792
Monirampur	7953	2115	350	2505	37	374	367	895	1262	6643	83.5282
Abhaynagar	4963	1151	630	1202	125	104	118	270	388	3600	72.5368
Chowgachha	2176	695	278	349	72	61	33	226	259	1714	78.7684

 
