   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:20
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5071	1484	936	687	107	118	117	100	217	3549	69.9862
Jaintapur	7364	2124	1087	1130	269	77	135	223	358	5045	68.5090
Balaganj	8101	2212	1255	1063	199	267	97	231	328	5324	65.7203
Golapganj	9205	2975	1461	876	266	365	68	250	318	6261	68.0174
Sylhet Sadar	30870	10487	4071	3442	294	977	220	1030	1250	20521	66.4755
Biani Bazar	6761	2022	1040	835	223	42	40	125	165	4327	63.9994
Kanaighat	6412	2910	811	254	198	58	43	73	116	4347	67.7948
South Shurma	7598	2313	1030	1367	141	372	103	313	416	5639	74.2169

 
