   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	8332	2719	1533	1432	185	125	73	146	219	6213	74.5679
Jaintapur	8617	2141	1165	1188	236	77	118	201	319	5126	59.4871
Balaganj	9993	2691	1492	1170	199	350	83	203	286	6188	61.9233
Golapganj	9815	3292	1641	1066	248	426	63	190	253	6926	70.5655
Sylhet Sadar	11878	4200	1568	885	178	254	80	550	630	7715	64.9520
Biani Bazar	6737	1984	981	830	206	42	37	109	146	4189	62.1790
Kanaighat	7779	2950	580	838	261	83	61	90	151	4863	62.5145
South Shurma	7555	2079	881	1127	133	384	78	263	341	4945	65.4533

 
