   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	23565	6536	2050	5834	482	1196	267	3209	3476	19574	83.0639
Mohanpur	13065	5991	650	2805	231	363	222	1179	1401	11441	87.5698
Puthiya	4538	1742	508	442	124	171	42	719	761	3748	82.5914
Bagmara	14948	2286	2598	4163	942	854	573	1256	1829	12672	84.7739
Charghat	4401	1718	419	693	67	116	30	507	537	3550	80.6635
Boalia	67606	27850	20231	5882	403	746	294	1830	2124	57236	84.6611
Tanore	4290	1835	604	249	36	274	107	429	536	3534	82.3776
Godagari	20470	6532	2768	4172	401	352	479	3494	3973	18198	88.9008

 
