   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:22
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	21680	6974	3232	3839	847	404	151	914	1065	16361	75.4659
Laksham	11130	3815	848	2556	75	38	24	207	231	7563	67.9515
Burichong	10052	2291	777	1973	675	1062	124	707	831	7609	75.6964
Muradnagar	10341	5465	980	1105	260	49	114	532	646	8505	82.2454
Daudkandi	5968	1513	757	1282	161	98	26	300	326	4137	69.3197
Chandina	17368	5467	1513	3303	411	218	254	621	875	11787	67.8662
Nangolkot	12559	3751	1502	2457	375	170	6	592	598	8853	70.4913
Titash	4722	805	875	1038	49	24	26	134	160	2951	62.4947

 
