   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:53
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	25901	7389	5182	3175	1288	1616	789	1399	2188	20838	80.4525
Boalmari	11322	3460	1250	1303	1232	280	347	764	1111	8636	76.2763
Char Bhadrashion	2661	523	287	350	255	402	63	276	339	2156	81.0222
Nagarkanda	3354	871	551	661	178	260	163	99	262	2783	82.9756
Sadarpur	3023	896	279	295	139	176	24	207	231	2016	66.6887
Alphadanga	8756	3141	930	1219	917	81	247	465	712	7000	79.9452
Modhukhali	6831	2702	506	1308	162	194	114	508	622	5494	80.4275
Saltha	5932	1799	850	914	386	273	199	221	420	4642	78.2535

 
