   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6921	3789	710	385	15	43	20	607	627	5569	80.4653
Bhuapur	4597	8739	789	665	6	0	0	0	0	10199	221.8621
Ghatail	16806	8862	1296	1864	301	206	376	591	967	13496	80.3047
Tangail Sadar	14178	5318	1628	2085	294	223	112	434	546	10094	71.1948
Kalihati	39354	9469	2856	629	12	0	2	0	2	12968	32.9522
Modhupur	29028	18783	2306	882	445	111	387	16	403	22930	78.9927
Gopalpur	12952	4096	1353	3563	286	105	181	25	206	9609	74.1893
Delduar	4597	2475	944	479	23	71	523	59	582	4574	99.4997

 
