   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17763	6062	1409	3495	1014	892	511	1004	1515	14387	80.9942
Bhariab Bazar	26505	12261	1585	3604	950	1376	276	1490	1766	21542	81.2752
Austagram	6448	1762	426	1564	907	156	161	387	548	5363	83.1731
Kishoreganj Sadar	4649	1320	856	403	379	590	37	343	380	3928	84.4913
Hossainpur	11095	4250	702	1488	921	745	145	783	928	9034	81.4241
Nikli	9536	3483	637	1494	1013	231	35	765	800	7658	80.3062
Pakundia	13197	5661	1030	2003	514	706	432	532	964	10878	82.4278
Itna	7394	4126	875	851	74	33	59	48	107	6066	82.0395
Kuliarchar	10410	4608	305	955	734	840	306	793	1099	8541	82.0461
Tarail	9279	4795	458	957	321	463	221	364	585	7579	81.6791
Karimganj	11329	4890	917	1313	696	530	329	632	961	9307	82.1520

 
