   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:23
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	21860	6841	3190	3843	849	492	128	925	1053	16268	74.4190
Laksham	11144	3834	857	2560	75	41	24	212	236	7603	68.2251
Burichong	10042	3126	865	1375	671	740	126	709	835	7612	75.8016
Muradnagar	10395	5513	939	1072	236	49	114	534	648	8457	81.3564
Daudkandi	5970	1509	778	1304	169	98	26	300	326	4184	70.0838
Chandina	17369	5521	1585	3350	419	218	254	622	876	11969	68.9101
Nangolkot	14868	3767	1769	2478	378	170	6	597	603	9165	61.6425
Titash	4730	818	887	1043	51	24	26	135	161	2984	63.0867

 
