   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19466	5265	1452	5127	371	795	165	2739	2904	15914	81.7528
Mohanpur	12806	5245	462	2858	173	307	202	1142	1344	10389	81.1260
Puthiya	5805	2232	611	573	82	268	33	992	1025	4791	82.5323
Bagmara	14819	2720	3010	4547	716	400	361	1182	1543	12936	87.2933
Charghat	2545	948	297	475	46	78	22	225	247	2091	82.1611
Boalia	71985	30266	24476	8208	215	374	269	1665	1934	65473	90.9537
Tanore	6224	2473	782	438	43	499	143	726	869	5104	82.0051
Godagari	19571	5566	2524	3576	295	444	459	3644	4103	16508	84.3493

 
