   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:31
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	21361	7677	4184	3421	559	231	199	815	1014	17086	79.9869
Barura	7301	2602	602	1331	177	158	90	409	499	5369	73.5379
Laksham	3969	1401	308	974	69	22	5	111	116	2890	72.8143
Burichong	11589	4507	1360	1715	326	265	171	494	665	8838	76.2620
Muradnagar	6484	2258	749	1013	338	29	98	337	435	4822	74.3677
Daudkandi	6097	1777	1100	1524	205	106	26	343	369	5081	83.3361
Chandina	16453	5264	1651	3466	521	229	270	648	918	12049	73.2328
Nangolkot	14915	4486	2498	2768	472	182	8	622	630	11036	73.9926
Titash	4373	1314	947	908	59	40	22	123	145	3413	78.0471

 
