   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	22323	7222	3822	4491	600	194	237	852	1089	17418	78.0271
Barura	13452	5705	1025	2237	280	138	104	917	1021	10406	77.3565
Laksham	8371	3081	695	2095	83	46	22	213	235	6235	74.4833
Burichong	14570	6038	1343	2038	383	226	145	647	792	10820	74.2622
Muradnagar	10525	5364	1034	1107	261	29	114	554	668	8463	80.4086
Daudkandi	6047	1649	868	1399	180	101	26	308	334	4531	74.9297
Chandina	16441	5288	1619	3441	475	220	261	637	898	11941	72.6294
Nangolkot	14893	4290	2219	2619	409	179	7	583	590	10306	69.2003
Titash	4664	1218	837	788	36	32	21	128	149	3060	65.6089

 
