   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17602	5777	1476	3735	881	782	495	933	1428	14079	79.9852
Bhariab Bazar	24942	12029	2712	2716	813	1040	222	1084	1306	20616	82.6558
Austagram	4049	1095	126	1096	668	52	124	109	233	3270	80.7607
Kishoreganj Sadar	4323	1540	1034	420	154	304	30	175	205	3657	84.5940
Hossainpur	10987	4305	720	1635	810	593	141	677	818	8881	80.8319
Nikli	7587	3682	540	413	1126	144	28	459	487	6392	84.2494
Pakundia	8249	3693	645	1289	249	417	232	232	464	6757	81.9130
Itna	11381	5777	1195	1301	495	83	227	245	472	9323	81.9172
Kuliarchar	12146	5514	794	1256	739	810	289	654	943	10056	82.7927
Tarail	9073	4503	1121	480	398	246	173	344	517	7265	80.0727
Karimganj	11015	4906	818	1296	623	450	306	591	897	8990	81.6160

 
