   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6805	3557	490	268	110	40	17	591	608	5073	74.5481
Bhuapur	4512	1940	531	546	28	110	44	67	111	3266	72.3848
Ghatail	13896	6762	655	1270	101	121	222	638	860	9769	70.3008
Tangail Sadar	13785	5713	2138	1414	166	325	61	401	462	10218	74.1240
Kalihati	37362	8398	11844	922	524	287	1431	1591	3022	24997	66.9049
Modhupur	27957	16124	2714	5281	280	37	234	7	241	24677	88.2677
Gopalpur	20698	4397	1344	7150	617	328	433	188	621	14457	69.8473
Delduar	5522	1966	157	230	60	31	9	450	459	2903	52.5715

 
