   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19393	5316	1456	5140	371	790	163	2719	2882	15955	82.2720
Mohanpur	12768	5213	433	2851	172	296	199	1134	1333	10298	80.6548
Puthiya	5801	2243	608	577	80	261	33	981	1014	4783	82.4513
Bagmara	14801	2713	2885	4577	681	386	358	1179	1537	12779	86.3388
Charghat	2526	947	296	475	45	72	22	225	247	2082	82.4228
Boalia	71985	29957	24238	8304	202	221	209	1151	1360	64282	89.2992
Tanore	6220	2482	779	441	42	486	141	723	864	5094	81.8971
Godagari	19529	5522	2480	3532	296	434	450	3629	4079	16343	83.6858

 
