   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	40606	11997	4951	7853	2345	2955	1396	1165	2561	32662	80.4364
Barura	11903	4077	811	2718	611	531	237	522	759	9507	79.8706
Laksham	8544	3717	560	1350	165	122	87	625	712	6626	77.5515
Burichong	12783	5051	1409	1902	682	627	319	501	820	10491	82.0699
Muradnagar	8298	2353	794	1535	741	155	111	457	568	6146	74.0660
Daudkandi	7654	2326	713	1820	540	238	68	541	609	6246	81.6044
Chandina	15771	5733	1700	3394	664	300	297	717	1014	12805	81.1933
Nangolkot	9635	2772	807	2169	531	276	27	945	972	7527	78.1214
Titash	4734	1490	1094	1087	162	57	22	148	170	4060	85.7626
Comilla Sadar South	2573	1071	246	517	137	24	18	97	115	2110	82.0054
Monohargonj	1597	762	110	180	48	7	8	135	143	1250	78.2718

 
