   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17572	5818	1437	3843	839	736	487	883	1370	14043	79.9169
Bhariab Bazar	24116	11621	3374	2570	678	859	168	928	1096	20198	83.7535
Austagram	8008	3059	490	1588	709	84	130	395	525	6455	80.6069
Kishoreganj Sadar	4225	1548	1004	378	130	234	28	147	175	3469	82.1065
Hossainpur	10961	4345	710	1652	762	537	136	660	796	8802	80.3029
Nikli	8305	4036	673	460	1138	140	27	446	473	6920	83.3233
Pakundia	8220	3869	615	1180	227	368	220	224	444	6703	81.5450
Itna	11423	5948	1193	1241	491	95	225	238	463	9431	82.5615
Kuliarchar	12159	5610	805	1262	708	771	283	621	904	10060	82.7371
Tarail	9107	4421	1632	204	408	194	164	328	492	7351	80.7181
Karimganj	11020	4890	816	1290	632	437	303	582	885	8950	81.2160

 
