   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:15
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	8325	2811	1520	1381	167	115	70	143	213	6207	74.5586
Jaintapur	7617	2100	1173	1142	219	77	118	194	312	5023	65.9446
Balaganj	10015	2636	1453	1054	189	338	68	185	253	5923	59.1413
Golapganj	9810	3212	1607	954	244	418	64	181	245	6680	68.0938
Sylhet Sadar	8309	2288	1108	636	127	150	72	407	479	4788	57.6243
Biani Bazar	6723	1975	965	809	192	42	36	109	145	4128	61.4012
Kanaighat	7572	2896	564	783	254	80	60	89	149	4726	62.4142
Biswanath	5998	2560	968	669	92	192	23	224	247	4728	78.8263
South Shurma	7505	2025	881	1119	155	375	72	244	316	4871	64.9034

 
