   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19263	5438	1581	4928	384	795	157	2665	2822	15948	82.7908
Mohanpur	12738	5607	432	2522	174	297	197	1115	1312	10344	81.2058
Puthiya	5791	2238	605	568	80	265	33	967	1000	4756	82.1274
Bagmara	14783	2885	3214	4325	649	360	346	1170	1516	12949	87.5939
Charghat	2489	966	289	483	44	70	22	217	239	2091	84.0096
Boalia	71973	29490	24311	8465	178	202	164	584	748	63394	88.0803
Tanore	6218	2490	782	444	45	501	135	714	849	5111	82.1968
Godagari	18768	5352	2330	3334	284	438	437	3506	3943	15681	83.5518

 
