   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17970	7586	1860	3511	601	291	351	671	1022	14871	82.7546
Bhariab Bazar	24749	12379	3926	2387	462	355	152	691	843	20352	82.2336
Austagram	10683	4615	1004	2148	572	117	30	264	294	8750	81.9058
Kishoreganj Sadar	1727	754	404	112	66	64	13	54	67	1467	84.9450
Hossainpur	11570	4819	817	1818	694	401	108	611	719	9268	80.1037
Nikli	8775	3845	832	1031	1085	76	27	404	431	7300	83.1909
Pakundia	12648	4853	1306	2313	783	225	219	309	528	10008	79.1271
Itna	12458	6852	1523	1372	296	77	217	234	451	10571	84.8531
Kuliarchar	12150	5623	822	1350	585	606	231	531	762	9748	80.2305
Tarail	9047	5357	887	238	301	99	126	279	405	7287	80.5460
Karimganj	13387	6045	1146	2128	737	349	333	622	955	11360	84.8584

 
