   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17921	8492	1608	2849	548	232	333	644	977	14706	82.0602
Bhariab Bazar	24916	12224	3869	2139	419	308	145	634	779	19738	79.2182
Austagram	10667	4595	995	2213	479	110	8	186	194	8586	80.4912
Kishoreganj Sadar	1720	799	402	105	52	56	10	36	46	1460	84.8837
Hossainpur	11542	4623	815	1850	645	345	94	550	644	8922	77.3003
Nikli	8999	3970	1003	1017	1048	47	26	364	390	7475	83.0648
Pakundia	12874	4774	1343	2327	738	201	281	300	581	9964	77.3963
Itna	12458	6828	1455	1335	210	65	190	215	405	10298	82.6617
Kuliarchar	12134	5852	534	1402	526	510	206	489	695	9519	78.4490
Tarail	13402	5978	1093	2038	642	285	314	518	832	10868	81.0924

 
