   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:23
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5145	1512	966	667	130	133	123	130	253	3661	71.1565
Jaintapur	7704	2202	1104	1170	292	87	145	254	399	5254	68.1983
Balaganj	8731	2293	1285	1059	246	425	118	325	443	5751	65.8687
Golapganj	9948	3207	1533	931	301	401	103	310	413	6786	68.2147
Sylhet Sadar	29094	9897	4372	3774	277	1013	227	1085	1312	20645	70.9596
Biani Bazar	5774	1733	910	449	146	48	42	115	157	3443	59.6294
Kanaighat	6999	2712	600	341	209	68	53	85	138	4068	58.1226
South Shurma	8088	2417	1065	1417	143	373	108	346	454	5869	72.5643

 
