   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	7823	2674	1441	1438	185	124	57	134	191	6053	77.3744
Jaintapur	7642	2185	1184	1196	244	77	118	203	321	5207	68.1366
Balaganj	10212	2813	1523	1241	210	354	84	222	306	6447	63.1316
Golapganj	9824	3323	1721	1076	260	426	63	195	258	7064	71.9055
Sylhet Sadar	11896	4227	1530	868	167	257	81	557	638	7687	64.6184
Biani Bazar	6755	1998	992	834	212	42	37	111	148	4226	62.5611
Kanaighat	7790	2966	588	847	264	81	61	92	153	4899	62.8883
South Shurma	7706	2124	889	1191	131	382	92	294	386	5103	66.2211

 
