   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:30
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18003	7501	1950	3429	653	341	364	690	1054	14928	82.9195
Bhariab Bazar	24756	12314	3862	2422	478	440	155	722	877	20393	82.3760
Austagram	10735	4639	1016	2145	615	124	35	268	303	8842	82.3661
Kishoreganj Sadar	1729	715	404	125	75	72	13	65	78	1469	84.9624
Hossainpur	11585	4801	787	1855	731	430	111	635	746	9350	80.7078
Nikli	8507	3724	749	1054	1103	75	27	401	428	7133	83.8486
Pakundia	12633	4869	1319	2330	807	271	222	312	534	10130	80.1868
Itna	12458	6820	1517	1354	334	93	218	239	457	10575	84.8852
Kuliarchar	12153	5625	835	1325	592	649	238	544	782	9808	80.7044
Tarail	9061	5330	882	262	323	123	134	289	423	7343	81.0396
Karimganj	13406	6021	1141	2117	765	347	340	641	981	11372	84.8277

 
