   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	23798	6869	4635	3165	1213	1518	742	1272	2014	19414	81.5783
Boalmari	11294	3510	1287	1183	1222	252	347	763	1110	8564	75.8279
Char Bhadrashion	2639	538	290	389	256	391	62	272	334	2198	83.2891
Nagarkanda	3353	845	591	668	164	302	159	91	250	2820	84.1038
Sadarpur	3000	839	246	281	127	147	24	203	227	1867	62.2333
Alphadanga	8770	3160	926	1210	924	49	246	439	685	6954	79.2930
Modhukhali	6802	2817	482	1142	148	163	113	505	618	5370	78.9474
Saltha	5929	1798	961	965	378	301	197	216	413	4816	81.2279

 
