   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Nagarpur	3185	1454	230	262	59	91	8	207	215	2311	72.5589
Bhuapur	7005	3507	698	293	247	449	95	138	233	5427	77.4732
Ghatail	9422	3866	857	962	381	314	342	420	762	7142	75.8013
Basail	13842	4943	1522	2446	880	324	290	586	876	10991	79.4033
Tangail Sadar	18883	6820	2066	3127	289	1679	326	687	1013	14994	79.4048
Modhupur	26649	11663	1245	4391	470	582	860	1268	2128	20479	76.8472
Gopalpur	15231	4820	2697	2930	300	430	262	545	807	11984	78.6816
Delduar	9396	4086	788	1053	228	321	70	839	909	7385	78.5973

 
