   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:32
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19768	5539	1507	5093	403	806	172	2819	2991	16339	82.6538
Mohanpur	12903	5306	506	2742	192	332	214	1167	1381	10459	81.0587
Puthiya	4515	1756	509	453	97	160	38	689	727	3702	81.9934
Bagmara	14873	2728	2855	4332	799	631	527	1210	1737	13082	87.9580
Charghat	2629	967	325	453	50	89	24	232	256	2140	81.3998
Boalia	66785	29067	19277	5912	301	540	276	1691	1967	57064	85.4443
Tanore	6234	2530	795	431	56	422	144	746	890	5124	82.1944
Godagari	17503	5504	2387	3339	272	323	409	3150	3559	15384	87.8935

 
