   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17591	5881	1441	3726	867	755	492	904	1396	14066	79.9613
Bhariab Bazar	24939	11970	2840	2649	798	1024	222	1064	1286	20567	82.4692
Austagram	8021	3044	477	1580	726	99	134	415	549	6475	80.7256
Kishoreganj Sadar	4288	1550	1033	416	143	282	30	164	194	3618	84.3750
Hossainpur	10982	4336	712	1637	798	579	138	673	811	8873	80.7958
Nikli	8314	4133	584	505	1146	147	28	459	487	7002	84.2194
Pakundia	8238	3696	650	1282	245	403	230	231	461	6737	81.7796
Itna	11402	5837	1187	1269	484	88	226	243	469	9334	81.8628
Kuliarchar	12159	5598	802	1260	748	834	289	639	928	10170	83.6417
Tarail	9089	4483	1281	381	404	226	171	336	507	7282	80.1188
Karimganj	11015	4904	810	1291	626	442	304	588	892	8965	81.3890

 
