   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:13
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	8311	2736	1541	1320	153	127	57	127	184	6061	72.9274
Jaintapur	7614	2099	1185	1133	214	77	116	171	287	4995	65.6028
Balaganj	10552	2728	1683	564	962	126	154	365	519	6582	62.3768
Golapganj	9796	3138	1507	851	235	394	60	157	217	6342	64.7407
Sylhet Sadar	23978	7256	3047	2459	244	710	188	749	937	14653	61.1102
Biani Bazar	7025	2010	996	813	185	46	37	109	146	4196	59.7295
Kanaighat	7593	2583	228	775	251	73	59	88	147	4057	53.4308
Biswanath	6927	2722	1170	667	100	194	19	222	241	5094	73.5383
South Shurma	6849	1888	844	1097	144	349	66	208	274	4596	67.1047

 
