   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:23
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17897	7998	1219	2319	168	153	318	606	924	12781	71.4142
Bhariab Bazar	24916	12403	3792	1955	431	38	140	554	694	19313	77.5124
Austagram	10577	4251	1260	1877	363	0	1	170	171	7922	74.8984
Kishoreganj Sadar	1700	848	404	110	35	4	8	21	29	1430	84.1176
Hossainpur	11594	4405	744	1783	594	237	118	70	188	7951	68.5786
Nikli	9045	3879	985	1096	1053	21	23	355	378	7412	81.9458
Pakundia	12928	4511	1195	2203	646	144	144	288	432	9131	70.6296
Itna	12458	6779	1391	1234	19	16	182	21	203	9642	77.3961
Kuliarchar	12090	4759	1356	1312	461	108	183	424	607	8603	71.1580
Tarail	8958	5083	821	299	201	0	82	265	347	6751	75.3628
Karimganj	13411	5583	813	2132	528	151	277	464	741	9948	74.1779

 
