   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Nagarpur	3185	1454	230	262	59	91	8	207	215	2311	72.5589
Bhuapur	7020	3499	739	357	250	449	96	138	234	5528	78.7464
Ghatail	9433	3909	887	985	386	316	343	420	763	7246	76.8154
Basail	13842	4943	1527	2433	885	324	288	586	874	10986	79.3671
Tangail Sadar	15964	5613	2070	2627	289	1679	326	687	1013	13291	83.2561
Modhupur	26654	11672	1258	4396	483	583	860	1268	2128	20520	76.9866
Gopalpur	15231	4819	2691	2925	305	433	262	547	809	11982	78.6685
Delduar	9426	4086	799	1058	228	324	70	839	909	7404	78.5487

 
