   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19495	5351	1442	5068	372	780	166	2752	2918	15931	81.7184
Mohanpur	12820	5338	422	2842	176	311	205	1135	1340	10429	81.3495
Puthiya	5805	2235	613	573	82	251	35	992	1027	4781	82.3600
Bagmara	14827	2727	3010	4559	731	407	364	1183	1547	12981	87.5497
Charghat	2562	949	298	478	46	80	22	225	247	2098	81.8891
Boalia	71980	27393	24669	8233	221	394	270	1673	1943	62853	87.3201
Tanore	6224	2498	777	438	44	480	143	727	870	5107	82.0533
Godagari	19604	5628	2554	3594	290	439	462	3654	4116	16621	84.7837

 
