   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:16
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	8328	2717	1529	1427	169	123	137	81	218	6183	74.2435
Jaintapur	7622	2101	1163	1155	229	77	118	199	317	5042	66.1506
Balaganj	10028	2700	1510	1088	223	351	69	197	266	6138	61.2086
Golapganj	9812	3212	1749	975	247	427	63	186	249	6859	69.9042
Sylhet Sadar	8357	2381	1144	672	131	160	74	411	485	4973	59.5070
Biani Bazar	6729	1983	974	822	204	42	37	109	146	4171	61.9854
Kanaighat	7776	3550	901	1125	299	157	98	123	221	6253	80.4141
Biswanath	5898	2421	841	569	72	194	23	225	248	4345	73.6690
South Shurma	7521	2069	930	1118	139	378	73	262	335	4969	66.0683

 
