   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	26141	8354	5174	2479	1390	1796	807	1448	2255	21448	82.0474
Boalmari	11367	3435	1378	1330	1263	361	347	769	1116	8883	78.1473
Char Bhadrashion	2669	512	290	313	251	429	65	287	352	2147	80.4421
Nagarkanda	3370	873	509	649	192	303	166	110	276	2802	83.1454
Sadarpur	3050	939	323	294	154	217	24	213	237	2164	70.9508
Alphadanga	9334	3416	1012	1319	926	169	262	523	785	7627	81.7120
Modhukhali	6888	2714	542	1376	196	258	118	513	631	5717	82.9994
Saltha	5941	1807	808	936	393	310	201	227	428	4682	78.8083

 
