   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	23248	6570	2001	5935	461	1121	268	3171	3439	19527	83.9943
Mohanpur	13008	5420	603	2802	216	371	222	1178	1400	10812	83.1181
Puthiya	4535	1738	519	427	123	170	41	709	750	3727	82.1830
Bagmara	14922	2759	2805	4135	878	825	566	1233	1799	13201	88.4667
Charghat	2632	983	338	429	56	97	25	234	259	2162	82.1429
Boalia	48123	21772	14086	3741	211	503	172	494	666	40979	85.1547
Tanore	4281	1808	607	261	36	299	100	416	516	3527	82.3873
Godagari	20245	6370	2698	4052	395	372	479	3454	3933	17820	88.0217

 
