   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	18745	6346	4035	2096	541	359	270	813	1083	14460	77.1406
Barura	10979	4246	817	2237	284	302	196	466	662	8548	77.8577
Burichong	12510	4857	1624	1815	369	402	236	477	713	9780	78.1775
Muradnagar	7769	2384	793	1480	452	61	101	362	463	5633	72.5061
Chandina	16367	5482	1779	3525	569	238	288	674	962	12555	76.7092
Nangolkot	9340	3194	1165	1484	488	214	8	536	544	7089	75.8994
Meghna	4038	1563	333	772	40	56	2	212	214	2978	73.7494
Comilla Sadar South	2461	1177	123	496	28	18	18	68	86	1928	78.3421
Monohargonj	1583	730	80	212	18	4	14	130	144	1188	75.0474

 
