   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5062	1477	917	695	111	96	89	119	208	3504	69.2217
Jaintapur	7654	2121	1067	1135	249	77	129	213	342	4991	65.2077
Balaganj	10232	2919	1578	1262	225	342	95	275	370	6696	65.4418
Golapganj	8418	2621	1391	809	221	320	59	175	234	5596	66.4766
Sylhet Sadar	30284	10216	4035	3333	299	966	215	1008	1223	20072	66.2792
Biani Bazar	6754	2018	1019	845	219	42	0	0	0	4143	61.3414
Kanaighat	7826	3109	666	643	269	81	61	95	156	4924	62.9185
South Shurma	7780	2197	982	1284	141	372	96	308	404	5380	69.1517

 
