   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	24265	7593	4070	3289	1134	749	605	1149	1754	18589	76.6083
Barura	11834	4479	909	2473	438	391	221	510	731	9421	79.6096
Laksham	8490	3714	607	1424	101	110	79	616	695	6651	78.3392
Burichong	12591	4985	1693	1899	529	542	292	492	784	10432	82.8528
Muradnagar	8277	2395	823	1591	623	118	111	448	559	6109	73.8069
Daudkandi	7645	2278	690	1772	511	219	67	532	599	6069	79.3852
Chandina	18565	6268	1763	3930	645	307	442	896	1338	14251	76.7627
Nangolkot	4819	1509	537	908	210	166	3	382	385	3715	77.0907
Titash	4590	1458	1075	1062	131	51	22	142	164	3941	85.8606
Comilla Sadar South	2562	1247	176	560	68	20	18	70	88	2159	84.2701
Monohargonj	1591	774	117	223	19	4	7	134	141	1278	80.3268

 
