   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:30
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	21217	7605	4138	3409	589	262	252	882	1134	17137	80.7701
Barura	4252	1710	432	712	134	70	36	322	358	3416	80.3387
Laksham	3967	1445	326	1022	69	21	5	111	116	2999	75.5987
Burichong	11549	4512	1334	1713	319	248	160	490	650	8776	75.9893
Muradnagar	6404	2220	715	970	330	28	107	467	574	4837	75.5309
Daudkandi	6082	1766	182	1506	199	106	26	331	357	4116	67.6751
Chandina	16455	5260	1641	3457	519	229	270	646	916	12022	73.0599
Nangolkot	14195	4436	2330	2727	447	177	8	688	696	10813	76.1747
Titash	4367	1315	939	899	53	40	21	121	142	3388	77.5819
Monohargonj	2859	1013	354	707	7	5	3	33	36	2122	74.2218

 
