   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	7966	1770	600	1972	709	380	293	918	1211	6642	83.3794
Jessore Sadar	67232	20523	5854	14412	3462	4628	2609	3221	5830	54709	81.3735
Sarsa	5591	1839	405	994	182	219	169	342	511	4150	74.2264
Keshobpur	9746	3477	351	2330	120	430	384	538	922	7630	78.2885
Bagherpara	15122	5543	892	2721	750	1305	428	970	1398	12609	83.3818
Monirampur	8058	2099	360	2550	40	406	366	902	1268	6723	83.4326
Abhaynagar	4981	1134	653	1291	151	123	130	283	413	3765	75.5872
Chowgachha	1169	440	71	294	51	20	17	97	114	990	84.6878

 
