   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:21
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5076	1492	946	669	110	118	115	125	240	3575	70.4295
Jaintapur	7679	2143	1106	1121	274	77	136	224	360	5081	66.1675
Balaganj	8331	2269	1307	1111	200	256	100	237	337	5480	65.7784
Golapganj	9509	2997	1460	854	272	368	69	256	325	6276	66.0006
Sylhet Sadar	30945	10232	4112	3429	298	979	225	1038	1263	20313	65.6423
Biani Bazar	6766	2021	1040	820	225	42	40	126	166	4314	63.7600
Kanaighat	6430	3140	826	268	202	58	43	75	118	4612	71.7263
South Shurma	7949	2359	1055	1343	142	372	103	323	426	5697	71.6694

 
