   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:23
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5142	1517	969	673	132	131	124	132	256	3678	71.5286
Jaintapur	7704	2191	1101	1161	292	87	145	259	404	5236	67.9647
Balaganj	4488	1018	728	494	188	277	77	258	335	3040	67.7362
Golapganj	9448	3217	1533	928	300	403	103	310	413	6794	71.9094
Sylhet Sadar	29086	9994	4414	3806	278	1013	233	921	1154	20659	71.0273
Biani Bazar	5777	1736	909	451	148	48	43	115	158	3450	59.7196
Kanaighat	6960	2721	602	376	211	67	53	86	139	4116	59.1379
Companiganj	6456	2243	784	977	130	58	9	232	241	4433	68.6648
South Shurma	7414	2430	1075	1429	145	373	113	353	466	5918	79.8220

 
