   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	22296	7199	3822	4474	580	199	240	859	1099	17373	77.9198
Barura	13453	5735	1060	2247	288	145	106	918	1024	10499	78.0421
Laksham	3943	1420	310	1012	59	21	6	107	113	2935	74.4357
Burichong	14596	6069	1367	2044	383	127	151	647	798	10788	73.9107
Muradnagar	10539	5249	1033	1099	269	29	114	554	668	8347	79.2011
Daudkandi	6050	1669	876	1414	180	101	26	308	334	4574	75.6033
Chandina	16445	5298	1627	3438	477	220	263	637	900	11960	72.7273
Nangolkot	14896	4310	2226	2638	411	180	7	585	592	10357	69.5287
Titash	4335	1256	874	829	36	32	21	119	140	3167	73.0565

 
