   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17950	7901	1811	3279	572	253	348	661	1009	14825	82.5905
Bhariab Bazar	24747	12352	3884	1093	446	325	146	677	823	18923	76.4658
Austagram	1679	4601	995	2131	542	115	27	260	287	8671	516.4384
Kishoreganj Sadar	1725	777	402	109	60	59	12	46	58	1465	84.9275
Hossainpur	2256	4806	854	1830	671	391	103	597	700	9252	410.1064
Nikli	8989	3862	972	1084	1067	70	27	396	423	7478	83.1906
Pakundia	12655	4872	1349	2339	771	220	200	308	508	10059	79.4864
Itna	12458	6837	1505	1361	275	71	216	229	445	10494	84.2350
Kuliarchar	12148	5620	829	1350	568	547	218	514	732	9646	79.4040
Tarail	9034	5334	883	273	289	82	121	275	396	7257	80.3299
Karimganj	13388	6100	1139	2120	720	347	331	607	938	11364	84.8820

 
