   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17720	6038	1377	3461	999	884	510	996	1506	14265	80.5023
Bhariab Bazar	26505	12261	1786	3452	937	1352	275	1462	1737	21525	81.2111
Austagram	6435	1759	419	1565	888	153	161	377	538	5322	82.7040
Kishoreganj Sadar	4537	1305	879	405	343	546	36	315	351	3829	84.3950
Hossainpur	11060	4118	760	1601	888	724	145	757	902	8993	81.3110
Nikli	7977	3804	461	485	1028	175	29	509	538	6491	81.3714
Pakundia	13169	5723	1019	1979	485	692	432	520	952	10850	82.3905
Itna	7390	4071	875	813	154	49	55	42	97	6059	81.9892
Kuliarchar	10442	4690	355	982	712	812	302	781	1083	8634	82.6853
Tarail	9493	4755	644	964	347	436	215	360	575	7721	81.3336
Karimganj	11287	4868	899	1304	674	508	327	624	951	9204	81.5451

 
