   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	24270	7411	3993	3111	1198	842	631	1180	1811	18366	75.6737
Barura	11847	4382	870	2536	464	403	223	512	735	9390	79.2606
Laksham	8496	3726	621	1417	108	111	79	616	695	6678	78.6017
Burichong	12598	4983	1673	1893	549	545	295	492	787	10430	82.7909
Muradnagar	8281	2393	810	1587	644	119	111	448	559	6112	73.8075
Daudkandi	7647	2294	707	1788	511	221	67	533	600	6121	80.0445
Chandina	17742	5969	1743	3829	643	308	428	865	1293	13785	77.6970
Nangolkot	4843	1511	543	917	215	168	3	384	387	3741	77.2455
Titash	5279	1470	1087	1065	139	52	22	144	166	3979	75.3741
Comilla Sadar South	2569	1051	198	563	72	21	18	70	88	1993	77.5788
Monohargonj	1591	758	107	207	20	4	7	134	141	1237	77.7498

 
