   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:53
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	24274	7338	3866	3005	1376	1011	684	1256	1940	18536	76.3615
Barura	11872	4210	842	2642	529	462	230	516	746	9431	79.4390
Laksham	8494	3709	604	1392	113	113	79	619	698	6629	78.0433
Burichong	12612	4938	1616	1885	595	589	308	492	800	10423	82.6435
Muradnagar	8288	2380	822	1576	685	126	111	451	562	6151	74.2157
Daudkandi	7651	2318	725	1815	515	229	67	537	604	6206	81.1136
Chandina	15755	5732	1668	3377	630	278	300	702	1002	12687	80.5268
Nangolkot	9592	2760	807	2143	489	250	27	941	968	7417	77.3249
Titash	4650	1464	1076	1069	148	53	22	145	167	3977	85.5269
Comilla Sadar South	2570	1059	201	558	92	21	18	76	94	2025	78.7938
Monohargonj	1591	743	96	196	29	5	7	134	141	1210	76.0528

 
