   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	18745	6361	4044	2087	547	363	274	818	1092	14494	77.3220
Barura	10987	4250	838	2240	287	308	197	466	663	8586	78.1469
Burichong	7751	3074	1030	1277	195	119	159	296	455	6150	79.3446
Muradnagar	7771	2393	796	1486	458	68	101	363	464	5665	72.8992
Daudkandi	6822	2091	618	1641	380	159	36	424	460	5349	78.4081
Chandina	16367	5480	1782	3520	571	238	288	676	964	12555	76.7092
Nangolkot	7453	2377	1010	1105	479	200	8	510	518	5689	76.3317
Meghna	4042	1556	337	771	40	56	2	216	218	2978	73.6764
Titash	4445	1363	1005	977	93	43	22	133	155	3636	81.7998
Comilla Sadar South	2461	1179	124	497	29	18	18	68	86	1933	78.5453
Monohargonj	1583	732	88	213	18	4	7	130	137	1192	75.3001

 
