   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18662	6286	1520	3392	1055	963	563	1113	1676	14892	79.7985
Bhariab Bazar	26553	12431	1280	3778	966	1403	277	1510	1787	21645	81.5162
Austagram	6894	1928	473	1579	958	179	169	428	597	5714	82.8837
Kishoreganj Sadar	4663	1281	832	381	412	622	37	363	400	3928	84.2376
Hossainpur	10993	4268	715	1459	871	688	142	737	879	8880	80.7787
Nikli	8696	3256	606	1123	991	271	37	788	825	7072	81.3247
Pakundia	13218	5368	1061	2006	535	728	432	536	968	10666	80.6930
Itna	7398	4117	886	858	67	34	59	49	108	6070	82.0492
Kuliarchar	10420	4575	296	1032	742	849	311	804	1115	8609	82.6200
Tarail	9219	4750	492	870	328	472	222	366	588	7500	81.3537
Karimganj	11337	4878	921	1312	709	542	331	640	971	9333	82.3234

 
