   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:55
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	26009	7479	5192	2656	1328	1762	794	1426	2220	20637	79.3456
Boalmari	11339	3395	1279	1332	1240	292	347	764	1111	8649	76.2766
Char Bhadrashion	2663	516	295	326	246	405	64	281	345	2133	80.0976
Nagarkanda	3354	882	540	670	181	255	164	104	268	2796	83.3631
Sadarpur	3034	935	315	291	148	205	24	211	235	2129	70.1714
Alphadanga	8743	3141	940	1221	916	91	248	486	734	7043	80.5559
Modhukhali	6843	2700	543	1358	176	219	115	509	624	5620	82.1277
Saltha	5932	1809	820	934	389	281	200	224	424	4657	78.5064

 
