   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6816	3610	542	308	114	39	19	593	612	5225	76.6579
Bhuapur	4512	1962	587	500	35	99	44	64	108	3291	72.9388
Ghatail	16397	8360	925	1839	165	171	289	697	986	12446	75.9041
Tangail Sadar	13873	5720	2189	1556	198	321	69	408	477	10461	75.4055
Kalihati	34362	9528	2097	696	539	287	1433	1512	2945	16092	46.8308
Modhupur	27984	16674	2977	5280	314	48	249	9	258	25551	91.3057
Gopalpur	17075	4107	1217	7115	602	195	269	21	290	13526	79.2152
Delduar	9149	3187	588	849	109	171	176	214	390	5294	57.8642

 
