   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 15:00
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18775	6450	1476	3151	1201	1100	566	1154	1720	15098	80.4154
Bhariab Bazar	28092	12305	1086	4272	1292	1878	324	1912	2236	23069	82.1195
Austagram	10707	3816	899	2096	312	261	196	1077	1273	8657	80.8536
Kishoreganj Sadar	4891	979	687	429	601	849	40	521	561	4106	83.9501
Hossainpur	11170	2540	1167	2474	992	888	155	827	982	9043	80.9579
Nikli	10048	4245	697	1051	862	390	42	1154	1196	8441	84.0068
Pakundia	14398	5765	1187	2238	719	816	461	635	1096	11821	82.1017
Itna	7420	3752	1099	963	72	62	66	70	136	6084	81.9946
Kuliarchar	10509	4275	327	1323	784	646	333	884	1217	8572	81.5682
Tarail	10327	4993	860	660	404	598	232	422	654	8169	79.1033
Karimganj	11395	4554	677	1087	584	549	345	676	1021	8472	74.3484

 
