   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:12
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sariakandi	5288	2207	560	611	200	158	79	309	388	4124	77.9879
Shibganj	35636	15682	2043	4238	634	732	1310	1875	3185	26514	74.4023
Dhunot	12515	5414	633	2033	169	133	351	502	853	9235	73.7915
Adamdighi	9912	4846	546	1034	221	185	135	875	1010	7842	79.1162
Bogra Sadar	14877	6528	2066	1702	786	483	392	631	1023	12588	84.6138
Gabtali	32566	13514	1762	5145	518	837	348	1741	2089	23865	73.2820
Sonatola	14007	6613	938	1294	333	141	87	651	738	10057	71.7998
Shajahanpur	8044	2836	869	1729	407	252	299	512	811	6904	85.8279

 
