   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17634	7025	1766	1797	488	235	296	562	858	12169	69.0087
Bhariab Bazar	23615	6854	1486	1976	436	119	81	263	344	11215	47.4910
Hossainpur	11469	4283	835	1524	528	238	103	563	666	8074	70.3985
Nikli	7832	2922	722	796	953	20	16	215	231	5644	72.0633
Pakundia	12837	4074	1035	2081	552	159	121	281	402	8303	64.6802
Itna	11807	6148	1043	786	110	11	161	171	332	8430	71.3983
Kuliarchar	12025	4236	1172	1434	413	144	166	371	537	7936	65.9958
Tarail	6599	4118	451	257	149	0	67	239	306	5281	80.0273
Karimganj	13827	5055	852	2138	429	159	236	405	641	9274	67.0717

 
