   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:31
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	21334	7643	4139	3637	529	238	195	809	1004	17190	80.5756
Barura	4258	1701	432	710	136	71	37	324	361	3411	80.1080
Laksham	3969	1392	329	995	69	21	5	111	116	2922	73.6206
Burichong	11549	4525	1337	1729	323	250	163	490	653	8817	76.3443
Muradnagar	6228	2195	706	959	333	30	96	370	466	4689	75.2890
Daudkandi	6086	1771	990	1510	201	106	26	332	358	4936	81.1042
Chandina	16456	5250	1638	3454	521	229	270	676	946	12038	73.1526
Nangolkot	14915	4469	2354	2753	448	177	8	694	702	10903	73.1009
Titash	4367	1317	945	905	55	40	21	121	142	3404	77.9482
Monohargonj	2860	1015	355	709	7	5	3	33	36	2127	74.3706

 
