   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17932	8182	1705	3084	557	248	345	657	1002	14778	82.4113
Bhariab Bazar	24747	12306	3958	2189	440	326	146	659	805	20024	80.9149
Austagram	10676	4595	994	2117	515	110	15	224	239	8570	80.2735
Kishoreganj Sadar	1723	786	402	105	57	59	12	41	53	1462	84.8520
Hossainpur	11556	4760	848	1885	671	375	99	585	684	9223	79.8114
Nikli	8999	3898	970	1072	1062	70	26	384	410	7482	83.1426
Pakundia	12814	4870	1346	2329	757	216	178	307	485	10003	78.0631
Itna	12458	6841	1480	1339	252	71	208	221	429	10412	83.5768
Kuliarchar	12146	5622	828	1355	560	552	216	505	721	9638	79.3512
Tarail	9025	5361	882	249	277	68	117	273	390	7227	80.0776
Karimganj	13392	6075	1134	2097	707	338	325	576	901	11252	84.0203

 
