   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	24265	7549	4066	3245	1153	778	611	1156	1767	18558	76.4805
Barura	11837	4449	903	2490	447	396	221	512	733	9418	79.5641
Laksham	8491	3717	610	1424	106	110	79	616	695	6662	78.4595
Burichong	12593	4990	1687	1899	535	546	292	492	784	10441	82.9111
Muradnagar	8278	2396	823	1591	628	119	111	448	559	6116	73.8826
Daudkandi	7645	2293	707	1788	511	220	67	533	600	6119	80.0392
Chandina	18564	6262	1762	3928	650	312	443	896	1339	14253	76.7776
Nangolkot	4827	1509	540	908	212	166	3	384	387	3722	77.1079
Titash	4597	1461	1077	1065	134	51	22	143	165	3953	85.9909
Comilla Sadar South	2565	1248	196	561	72	21	18	70	88	2186	85.2242
Monohargonj	1591	777	120	223	20	4	7	134	141	1285	80.7668

 
